"","RequestNumber","SampleTimeMS","Bytes","min","max","sd","fileName","createTimeX","totalClicks","rowsError","users","model","version","modelAlias","autounset","setDefaults","ramup","times","defaultVals","diffTimeMins","confPerHour","fileData","createTimeF","fileNameF","confPerHourF","usersF","diffTimeMinsF","totalClicksF","totalConf","fileDate"
"1025",31,691.578796561605,58719.4718242598,327,4617,313.983353610147,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1026",32,696.822572931612,65093.4720229555,338,4424,328.361159822066,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1027",33,718.324401913876,68127.4722488038,345,2823,322.604718994947,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1028",34,738.992816091954,64402.4722222222,352,4095,335.418942849037,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1029",35,775.517274472169,64950.4716890595,370,6817,410.834295345963,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1030",36,808.989443378119,65648.4716890595,382,5141,363.052814372628,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1031",37,853.009615384615,66180.4716346154,403,3563,374.327498838352,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1032",38,893.0476649013,66712.4713529128,421,5291,394.744548188148,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1033",39,933.583614457831,67244.4708433735,436,4195,395.4369312024,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1034",40,951.035231660232,67776.4705598456,458,6746,440.627393023197,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"1035",41,9.39951690821256,359,2,1896,48.9044925912734,"Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv",2014-12-17 04:30:07,88519,70,"70","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","350","unknown","20",80.5,1609.19254658385,"Users: 70

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 350

 times: 350

 Errors: 70

 Clicks: 88519

The test started at 2014-12-17 04:30:07 and finished at 2014-12-17 05:50:37

Therefore the total duration was around 80 minutes.

The number of configurations by hour was around 1609 

","2014-12-17 04:30:07","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv","1609","70","80","88519","2159","Test_JT1_70_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_17122014_033002_350.csv 
 2014-12-17 04:30:07"
"291",0,412.749286393911,69529.48905804,195,5533,262.592385659131,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"292",1,245.12380952381,33213.4885714286,105,5282,247.213384083269,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"293",2,105.695755841679,33211.4887935145,42,5015,193.098467312282,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"294",3,107.259895088221,32755.4887935145,47,3795,132.85177873539,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"295",4,115.961832061069,26818.4885496183,50,4821,138.230185642297,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"296",5,295.199427480916,27726.4885496183,124,5877,245.441703667966,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"297",6,233.951651507899,27269.4882719004,90,6281,266.195850641688,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"298",7,269.174892189746,26961.4887398179,103,5446,236.624657941841,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"299",8,312.967417345472,30758.4887398179,122,7031,309.351517458649,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"300",9,302.871462829736,38173.4887290168,120,5147,286.897750710566,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"301",10,301.974555928949,40484.4882381181,122,5585,235.84865021369,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"302",11,287.937560038425,40482.4884726225,114,6443,287.253713227525,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"303",12,321.648557692308,42207.4884615385,126,6584,378.337650295865,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"304",13,329.560153994225,43832.4884504331,128,6886,322.298605239327,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"305",14,349.676300578035,43673.4884393064,138,6180,321.481708504741,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
"306",15,386.705400192864,43367.4879459981,156,7092,329.915734976382,"Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv",2014-12-18 03:04:52,86393,100,"100","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","unknown","500","unknown","20",55.0833333333333,2295.22748238072,"Users: 100

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: unknown

 ramup: 500

 times: 500

 Errors: 100

 Clicks: 86393

The test started at 2014-12-18 03:04:52 and finished at 2014-12-18 03:59:57

Therefore the total duration was around 55 minutes.

The number of configurations by hour was around 2295 

","2014-12-18 03:04:52","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv","2295","100","55","86393","2107","Test_JT1_100_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_autounset_true_18122014_020448_500.csv 
 2014-12-18 03:04:52"
