"","RequestNumber","SampleTimeMS","Bytes","min","max","sd","fileName","createTimeX","totalClicks","rowsError","users","model","version","modelAlias","autounset","setDefaults","ramup","times","defaultVals","diffTimeMins","confPerHour","fileData","createTimeF","fileNameF","confPerHourF","usersF","diffTimeMinsF","totalClicksF","totalConf","fileDate"
"690",23,262.43,5016.6275,242,591,40.108438227418,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"691",24,263.34,4991.2925,246,451,29.9101310570453,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"692",25,283.2825,5153.32,263,576,42.3793312008647,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"693",26,282.275,5082.0575,266,508,34.3122821562034,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"694",27,294.88,5228.1275,273,669,44.336213749305,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"695",28,300.0125,5156.1225,279,629,41.7478088359918,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"696",29,300.1775,5152.6525,273,530,46.4530484254806,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"697",30,320.765,5198.0125,298,538,40.3638809111006,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"698",31,336.3575,5235.7875,315,556,37.1021038355314,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"699",32,346.44,5690.33,323,824,45.2288128717133,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"700",33,356.4475,5891.7675,332,666,49.3628805753548,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"701",34,358.9525,5598.4,340,552,35.636922135592,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"702",35,379.4125,5626.8225,355,583,47.6286527750146,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"703",36,391.7675,5676.035,374,632,34.5854568904446,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"704",37,417.83,5719.6075,395,780,44.3239509924256,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"705",38,434.7675,5752.9275,411,821,46.6571072602528,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"706",39,455.1025,5781.05,427,914,53.103549421417,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"707",40,470.2375,5804.22,443,802,53.0237199841013,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-26 11:57:23,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","4000","1","20",76.75,312.703583061889,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 11:57:23 and finished at 2014-11-26 13:14:08

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 313 

","2014-11-26 11:57:23","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","313","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-26 11:57:23"
"789",0,1677.995,5610.9825,1408,3005,150.315991225302,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"790",1,322.9525,3627.9375,5,3001,142.871396134192,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"791",2,242.4775,3638.2525,4,1114,58.2956297235235,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"792",3,220.285,3581.915,5,2726,129.454489830764,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"793",4,145.905,3283.1925,4,603,38.749319340776,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"794",5,341.435,3353.6775,5,3001,138.834824688786,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
"795",6,341.04,3343.92,3,817,47.3824454872359,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv",2014-11-26 13:20:27,16400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true","true","4000","1","41",77.1833333333333,310.947959404016,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 16400

The test started at 2014-11-26 13:20:27 and finished at 2014-11-26 14:37:38

Therefore the total duration was around 77 minutes.

The number of configurations by hour was around 311 

","2014-11-26 13:20:27","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv","311","400","77","16400","400","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true.csv 
 2014-11-26 13:20:27"
